# 2d Ising Model MC	
# L	8
# beta	0.44068679351
# n_thermalisation	1000
# n_measurements	10000
# Metropolis sweeps per MC update	50
# Cluster updates per MC update	10
# Acceptance during thermalisation: 17.3054375%
# Average of maximum cluster size during thermalisation: 77.35421875%
-1.625	0.875
-1	0.65625
-1.5625	0.8125
-1.5625	0.84375
-1	0.3125
-1.8125	0.9375
-1.5	0.75
-1.25	0.71875
-1.5	0.8125
-1.1875	0.71875
-1.75	0.90625
-1.75	0.9375
-1.4375	0.78125
-1.625	0.90625
-1.125	0.09375
-1.75	0.9375
-1.5	0.84375
-1.4375	0.78125
-1.375	0.8125
-1.875	0.96875
-1	0.34375
-1.875	0.96875
-1.0625	0.625
-1.75	0.90625
-1.875	0.96875
-1.6875	0.90625
-1.5625	0.875
-1.8125	0.9375
-1.375	0.8125
-1.4375	0.8125
-1.5625	0.84375
-1.1875	0.3125
-1.75	0.9375
-1.375	0.78125
-1.75	0.9375
-1.125	0.625
-1.375	0.625
-1.6875	0.90625
-2	1
-1.5	0.71875
-1.6875	0.875
-1.625	0.90625
-1.75	0.9375
-1.75	0.90625
-1.875	0.96875
-1.4375	0.8125
-1.5625	0.875
-0.75	0.34375
-1.6875	0.90625
-1.1875	0.59375
-1.625	0.90625
-1.4375	0.8125
-1.5625	0.875
-1.75	0.9375
-1.875	0.96875
-1.4375	0.84375
-1.875	0.96875
-1.4375	0.78125
-1.1875	0.75
-1	0.15625
-1.875	0.96875
-1.125	0.6875
-1.5625	0.78125
-1.5	0.84375
-1.4375	0.8125
-1.625	0.875
-1.6875	0.875
-1.875	0.96875
-1.375	0.71875
-1.75	0.90625
-1.5	0.8125
-1.5625	0.84375
-1.4375	0.71875
-1.5625	0.875
-2	1
-1.625	0.8125
-1.5625	0.875
-1.375	0.8125
-2	1
-2	1
-1.5625	0.875
-1.6875	0.90625
-1.25	0.21875
-1.875	0.96875
-1.75	0.9375
-1.5	0.84375
-1.0625	0.65625
-1.5	0.875
-1.125	0.15625
-1.625	0.90625
-1.1875	0.78125
-1.375	0.84375
-1.875	0.96875
-0.875	0.03125
-1.75	0.9375
-1.25	0.75
-0.875	0.25
-1.4375	0.8125
-1.25	0.6875
-1.5	0.75
-1.6875	0.90625
-1.625	0.90625
-1	0.5
-1.875	0.96875
-1.8125	0.9375
-1.5625	0.84375
-1.75	0.90625
-1.375	0.8125
-1.6875	0.90625
-1.75	0.9375
-1.375	0.71875
-1.3125	0.5625
-0.9375	0.4375
-1.75	0.90625
-1.5625	0.71875
-1.375	0.8125
-1.1875	0.6875
-1.5625	0.875
-1.625	0.875
-1.5625	0.84375
-1.625	0.90625
-1.3125	0.8125
-1.75	0.9375
-2	1
-1.5	0.6875
-2	1
-1.5625	0.875
-1.6875	0.90625
-1.8125	0.9375
-1.5625	0.875
-1.75	0.9375
-1.625	0.90625
-1.625	0.90625
-0.8125	0.5
-1.75	0.9375
-1.75	0.90625
-2	1
-1.5	0.78125
-1.625	0.875
-2	1
-1.5	0.8125
-1.875	0.96875
-1.6875	0.84375
-1.0625	0.53125
-1.375	0.8125
-1.8125	0.9375
-1.0625	0.5
-1.4375	0.78125
-1.75	0.9375
-1.875	0.96875
-1.4375	0.6875
-1.4375	0.75
-1.625	0.875
-1.875	0.96875
-0.875	0.5625
-1.6875	0.90625
-1.6875	0.875
-1.375	0.6875
-1.5	0.875
-1.625	0.875
-1.25	0.75
-1.6875	0.8125
-1.0625	0.59375
-1.375	0.84375
-1.5625	0.84375
-1.625	0.90625
-1.5	0.8125
-1.625	0.90625
-1.4375	0.84375
-1.75	0.90625
-1.8125	0.9375
-1.75	0.9375
-1.75	0.9375
-1.875	0.96875
-0.8125	0.375
-1.875	0.96875
-1.625	0.875
-1.5625	0.84375
-1.4375	0.84375
-1.75	0.90625
-1.4375	0.78125
-1.625	0.90625
-1.125	0.59375
-1.625	0.90625
-1.75	0.9375
-1.6875	0.875
-1.6875	0.90625
-1.5625	0.875
-1.25	0.09375
-0.875	0.28125
-1.1875	0.5
-1.3125	0.6875
-1.5	0.875
-1.625	0.78125
-1.375	0.8125
-1.4375	0.84375
-1.1875	0.59375
-1.875	0.96875
-0.875	0.46875
-1.0625	0.625
-1.25	0.71875
-1.375	0.8125
-1.5	0.8125
-1.875	0.96875
-2	1
-1.625	0.8125
-1.625	0.90625
-1.875	0.96875
-1.4375	0.78125
-1.5625	0.875
-0.8125	0.3125
-1.8125	0.9375
-1.3125	0.78125
-2	1
-1.75	0.9375
-1.75	0.875
-1.0625	0.625
-1.875	0.96875
-1.25	0.78125
-1.4375	0.8125
-1.5	0.8125
-2	1
-1.5625	0.875
-1.4375	0.8125
-1.75	0.90625
-1.4375	0.84375
-1.8125	0.9375
-1.6875	0.90625
-0.625	0.28125
-1.3125	0.65625
-1.875	0.96875
-1	0.21875
-1.75	0.9375
-1.0625	0.5625
-1.125	0.59375
-0.9375	0.03125
-1.1875	0.5
-1.375	0.84375
-1.0625	0.6875
-0.75	0.15625
-1.6875	0.90625
-1.5	0.875
-1.625	0.875
-1.875	0.96875
-1.6875	0.90625
-2	1
-1.125	0.3125
-1.3125	0.5625
-1.625	0.90625
-1.75	0.90625
-1.875	0.96875
-1.5625	0.875
-1.4375	0.78125
-1.0625	0.21875
-1	0.46875
-1.6875	0.90625
-1.5	0.875
-1.6875	0.90625
-1.75	0.9375
-1.5	0.84375
-1.5625	0.75
-1.625	0.8125
-1.1875	0.6875
-1.8125	0.9375
-1.625	0.90625
-0.9375	0.40625
-0.9375	0.09375
-1.125	0.40625
-1.375	0.75
-1.4375	0.75
-1.0625	0.71875
-1.1875	0.78125
-1.375	0.6875
-0.8125	0.5
-1.3125	0.6875
-1.1875	0.75
-1.4375	0.8125
-1.4375	0.84375
-1.375	0.65625
-1.875	0.96875
-1.125	0.65625
-1.625	0.875
-0.8125	0.09375
-1.625	0.78125
-1.4375	0.8125
-1.375	0.78125
-2	1
-1.75	0.9375
-1.375	0.5625
-1.875	0.96875
-1.25	0.65625
-1.625	0.875
-1.75	0.9375
-1.75	0.9375
-1.4375	0.8125
-1.25	0.71875
-1.8125	0.9375
-1.125	0.5625
-1.4375	0.75
-1.8125	0.9375
-1.75	0.9375
-1.25	0.8125
-1.5	0.84375
-1.375	0.78125
-1.4375	0.78125
-1.875	0.96875
-1.1875	0.75
-1.75	0.9375
-1.625	0.90625
-1.5625	0.84375
-1.25	0.6875
-1.5	0.875
-1.8125	0.9375
-1.4375	0.78125
-1.875	0.96875
-1.0625	0.65625
-1.3125	0.59375
-1.6875	0.875
-1.875	0.96875
-1.75	0.90625
-1.375	0.84375
-1.5	0.875
-1.5	0.8125
-0.9375	0.15625
-1.1875	0.71875
-1.625	0.90625
-1.0625	0.3125
-0.875	0.65625
-1.6875	0.90625
-1.625	0.90625
-2	1
-1.25	0.65625
-1.1875	0.09375
-1	0.5625
-1.875	0.96875
-2	1
-1.75	0.9375
-1.4375	0.75
-1.3125	0.34375
-1.8125	0.9375
-1.4375	0.78125
-1.25	0.71875
-1.25	0.75
-2	1
-1.3125	0.8125
-1.75	0.9375
-1.75	0.9375
-1.1875	0.5625
-1	0.28125
-1.5625	0.875
-1.5625	0.78125
-1.4375	0.8125
-1.25	0.59375
-1.25	0.71875
-1.25	0.5
-1.0625	0.5625
-1.6875	0.875
-1.5	0.875
-0.8125	0.15625
-1.625	0.875
-1.875	0.96875
-1.625	0.875
-1.1875	0.6875
-1.75	0.9375
-1.875	0.96875
-1.75	0.9375
-1.125	0.09375
-1.5625	0.875
-1.875	0.96875
-1.3125	0.71875
-1.3125	0.78125
-1.5625	0.875
-1.625	0.90625
-1.3125	0.75
-1.25	0.75
-1.25	0.75
-1.1875	0.78125
-1.6875	0.90625
-1.4375	0.78125
-1.3125	0.71875
-1.125	0.59375
-1.125	0.0625
-1.6875	0.875
-1.375	0.78125
-1.5625	0.84375
-1.4375	0.8125
-1.4375	0.78125
-1.375	0.75
-1.875	0.96875
-1.5625	0.84375
-2	1
-2	1
-1.375	0.8125
-1.6875	0.84375
-1.1875	0.625
-1.4375	0.8125
-1.375	0.8125
-1.875	0.96875
-1.375	0.625
-1.4375	0.84375
-1.0625	0.53125
-1.3125	0.75
-1.6875	0.90625
-1.5	0.875
-1.1875	0.71875
-0.75	0.03125
-1.625	0.90625
-1.5	0.84375
-1.5	0.8125
-1.375	0.78125
-2	1
-1.6875	0.84375
-1.5	0.84375
-1.875	0.96875
-1.875	0.96875
-1.8125	0.9375
-1.5625	0.8125
-1.375	0.8125
-1.5	0.84375
-2	1
-1.75	0.9375
-1.4375	0.8125
-1.4375	0.6875
-1.5625	0.84375
-1.5625	0.875
-1.375	0.71875
-1.1875	0.78125
-0.9375	0.5
-1.375	0.84375
-1.5625	0.8125
-1.5625	0.875
-0.8125	0.1875
-1.875	0.96875
-1.625	0.90625
-1.5	0.78125
-1.5	0.84375
-1.4375	0.8125
-1.5	0.8125
-1.75	0.9375
-1.375	0.8125
-1.625	0.90625
-2	1
-1.375	0.75
-1.625	0.875
-1.125	0.625
-1.625	0.90625
-1.25	0.5
-1.5	0.8125
-1.375	0.78125
-1.75	0.9375
-1.3125	0.75
-1.125	0.71875
-1.75	0.9375
-1.125	0.03125
-1.625	0.84375
-1.375	0.78125
-1.6875	0.90625
-1.625	0.90625
-1.25	0.78125
-1.875	0.96875
-1.375	0.84375
-1.3125	0.71875
-1.6875	0.90625
-1.375	0.8125
-1.6875	0.90625
-2	1
-1.375	0.8125
-1.5625	0.875
-1.25	0.6875
-1.5625	0.84375
-1.3125	0.71875
-1.875	0.96875
-1.5625	0.84375
-1.8125	0.9375
-1.125	0.46875
-1.0625	0.4375
-1.75	0.9375
-1.875	0.96875
-1.6875	0.90625
-1.4375	0.75
-1.5625	0.875
-1.75	0.9375
-0.8125	0.125
-1.4375	0.8125
-1.375	0.71875
-1.375	0.71875
-1.5625	0.84375
-1.5	0.875
-1.625	0.875
-1.5	0.78125
-1.3125	0.71875
-1	0.53125
-2	1
-1.625	0.90625
-1.875	0.96875
-1.5625	0.875
-1.625	0.90625
-1.125	0.1875
-1.375	0.8125
-1.5625	0.875
-1.6875	0.84375
-1.5	0.875
-1.125	0.5625
-1.4375	0.84375
-0.9375	0.0625
-1.3125	0.75
-1.375	0.5
-1.0625	0.25
-1.5625	0.84375
-1.75	0.9375
-1.5	0.84375
-1.5625	0.8125
-1.3125	0.625
-1.375	0.8125
-1.375	0.71875
-1.6875	0.90625
-1.0625	0.46875
-0.625	0.15625
-1.25	0.75
-1.5	0.8125
-1.4375	0.84375
-1.3125	0.71875
-1.375	0.8125
-1.5	0.8125
-1.5	0.8125
-1.375	0.71875
-2	1
-1.5	0.84375
-1.5625	0.8125
-2	1
-1.4375	0.75
-1	0.625
-1.75	0.90625
-1.75	0.9375
-1.875	0.96875
-1.75	0.9375
-1.875	0.96875
-1.6875	0.90625
-0.875	0.34375
-1.75	0.9375
-1.5	0.84375
-1.6875	0.90625
-1.375	0.71875
-0.875	0.0625
-1.375	0.78125
-1.5	0.84375
-1.4375	0.8125
-1.625	0.875
-2	1
-1	0.4375
-1.8125	0.9375
-1.875	0.96875
-1.1875	0.59375
-1.3125	0.78125
-1.125	0.625
-1.6875	0.90625
-1.75	0.9375
-1.625	0.875
-1.625	0.90625
-1.75	0.9375
-1.1875	0.6875
-1.75	0.9375
-1.5	0.875
-2	1
-1.4375	0.8125
-1.6875	0.84375
-1.4375	0.75
-0.5625	0.40625
-1.5	0.78125
-1.625	0.84375
-1.25	0.71875
-1.75	0.9375
-1.5	0.78125
-1.6875	0.90625
-1.0625	0.125
-1.5625	0.84375
-1.8125	0.9375
-1.75	0.9375
-1.25	0.59375
-1.75	0.9375
-1.75	0.9375
-1.3125	0.625
-1.875	0.96875
-1.75	0.9375
-2	1
-1.375	0.65625
-1.125	0.46875
-1.0625	0.40625
-1.5	0.75
-1.125	0.6875
-0.8125	0.375
-0.75	0.375
-1.75	0.9375
-1.4375	0.84375
-1.625	0.90625
-1.125	0.65625
-1.4375	0.84375
-1.6875	0.84375
-1.1875	0.6875
-1.4375	0.5625
-1.0625	0.6875
-1.625	0.90625
-1.875	0.96875
-1.375	0.8125
-1.5	0.84375
-2	1
-1.5	0.84375
-1.625	0.875
-1.4375	0.8125
-0.75	0.40625
-0.875	0.1875
-1.4375	0.8125
-1.125	0.21875
-1.875	0.96875
-1.8125	0.9375
-1.5625	0.875
-1.875	0.96875
-1.875	0.96875
-1.8125	0.9375
-1.625	0.90625
-1.5625	0.8125
-1.75	0.9375
-0.9375	0.4375
-1	0.53125
-1.75	0.875
-1.875	0.96875
-1.5	0.875
-1.75	0.9375
-1.25	0.625
-1.375	0.84375
-1.5625	0.84375
-0.8125	0.28125
-1.3125	0.75
-1.5	0.84375
-1.0625	0.53125
-1.125	0.75
-1.75	0.9375
-1.5	0.875
-1.875	0.96875
-1.5	0.84375
-1.6875	0.90625
-1.5625	0.875
-1.1875	0.625
-1.5	0.6875
-1.625	0.875
-1.3125	0.65625
-1.3125	0.625
-1.3125	0.5625
-1.5	0.875
-1.625	0.875
-1.5	0.8125
-1.25	0.65625
-1.6875	0.90625
-1.5	0.78125
-1.875	0.96875
-0.5625	0.28125
-1.5625	0.875
-0.9375	0.4375
-1.3125	0.75
-1.3125	0.78125
-0.875	0
-1.5625	0.8125
-1.5625	0.875
-0.9375	0.5625
-1.4375	0.8125
-2	1
-1.875	0.96875
-1.125	0.53125
-1.125	0.375
-1.4375	0.78125
-1.3125	0.6875
-1.75	0.9375
-1.375	0.71875
-1.875	0.96875
-1.625	0.875
-0.8125	0.625
-2	1
-1.8125	0.9375
-1.6875	0.90625
-1.6875	0.90625
-1.375	0.5
-1.8125	0.9375
-1.375	0.84375
-1.1875	0.625
-1.5625	0.875
-1.625	0.875
-1.4375	0.78125
-1.75	0.9375
-1.5	0.84375
-1.75	0.9375
-1.4375	0.65625
-1.625	0.875
-1.6875	0.90625
-1.0625	0.53125
-1.5	0.78125
-1.375	0.5
-0.875	0.53125
-1.4375	0.84375
-1.625	0.90625
-1.5625	0.78125
-1.0625	0.25
-1.875	0.96875
-1.75	0.9375
-1.75	0.9375
-1.8125	0.9375
-1.375	0.78125
-1.75	0.9375
-1.75	0.9375
-1.875	0.96875
-0.8125	0.125
-1.75	0.9375
-1.75	0.9375
-1.5625	0.875
-1.3125	0.46875
-1.25	0.625
-1.3125	0.6875
-1	0.0625
-1	0.5625
-1.5625	0.84375
-1.4375	0.8125
-2	1
-1.5	0.8125
-1.1875	0.4375
-1.8125	0.9375
-0.6875	0.40625
-0.8125	0.03125
-2	1
-0.6875	0.28125
-0.6875	0.28125
-1.875	0.96875
-1.75	0.9375
-1.875	0.96875
-1.375	0.75
-1.625	0.875
-1.3125	0.65625
-1.5625	0.875
-1.125	0.46875
-1.3125	0.78125
-1.4375	0.78125
-1.75	0.9375
-1.875	0.96875
-1.625	0.90625
-1.1875	0.28125
-1.875	0.96875
-1.625	0.875
-1.875	0.96875
-1.625	0.875
-1.8125	0.9375
-1.4375	0.75
-1.875	0.96875
-1.125	0.6875
-1.375	0.78125
-1.875	0.96875
-1.3125	0.5625
-1.5625	0.8125
-1.875	0.96875
-1.5	0.84375
-1.625	0.875
-1.875	0.96875
-1.5	0.78125
-1.6875	0.90625
-1.625	0.875
-2	1
-1.625	0.90625
-2	1
-1.4375	0.78125
-1.625	0.90625
-1.6875	0.90625
-1.75	0.9375
-1.875	0.96875
-1.1875	0.71875
-0.875	0.0625
-1.875	0.96875
-1.4375	0.6875
-1.4375	0.84375
-2	1
-1.375	0.8125
-1.6875	0.90625
-1.25	0.625
-1.4375	0.8125
-1.1875	0.71875
-1.5	0.8125
-1.75	0.9375
-1.8125	0.9375
-1.125	0.71875
-1.3125	0.71875
-1.875	0.96875
-1.125	0.5
-1.4375	0.6875
-1.25	0.53125
-1.625	0.875
-1.625	0.875
-1.5	0.84375
-0.8125	0.53125
-1.375	0.8125
-1.8125	0.9375
-1.6875	0.90625
-0.8125	0.59375
-1.875	0.96875
-1.3125	0.78125
-1.125	0.5625
-1.4375	0.8125
-1.75	0.9375
-0.875	0.1875
-1.5625	0.78125
-1.25	0.75
-1.5	0.78125
-1.625	0.90625
-1.75	0.9375
-1.3125	0.71875
-1.25	0.5625
-1.5625	0.875
-1.4375	0.84375
-1.1875	0.5
-1.5	0.84375
-1.75	0.9375
-1.125	0.28125
-1.375	0.65625
-1.3125	0.8125
-1.875	0.96875
-0.8125	0.34375
-1.4375	0.71875
-1.6875	0.90625
-1.0625	0.53125
-2	1
-1.125	0.34375
-1.5625	0.84375
-2	1
-1.125	0.59375
-1	0.1875
-1.25	0.5
-1.875	0.96875
-1.6875	0.90625
-1.5	0.84375
-1.5625	0.8125
-1.375	0.8125
-1.25	0.59375
-1.75	0.9375
-1.25	0.75
-1.5	0.875
-1.375	0.6875
-1.6875	0.84375
-1	0.5
-1.875	0.96875
-1.625	0.875
-2	1
-1.3125	0.53125
-1.75	0.90625
-2	1
-1.3125	0.46875
-1.5625	0.875
-1.6875	0.90625
-1.0625	0.65625
-1.5625	0.875
-1.6875	0.90625
-0.9375	0.03125
-1.4375	0.78125
-1.25	0.6875
-1.5	0.84375
-1.3125	0.625
-1.4375	0.84375
-1.1875	0.625
-1.5625	0.875
-1.625	0.90625
-1.875	0.96875
-1.375	0.75
-1.1875	0.625
-1	0.46875
-1.3125	0.75
-1.75	0.9375
-1.1875	0.65625
-1.0625	0.6875
-1.5	0.78125
-1.25	0.78125
-1.625	0.8125
-1.125	0.65625
-1.875	0.96875
-1.125	0.71875
-1.375	0.78125
-1.875	0.96875
-1.1875	0.6875
-1.75	0.9375
-1	0.46875
-1.5	0.71875
-1.4375	0.84375
-0.75	0.3125
-2	1
-1.875	0.96875
-1.5	0.84375
-1.375	0.59375
-1.4375	0.78125
-1.3125	0.75
-1.8125	0.9375
-1.5625	0.78125
-1.0625	0.53125
-0.9375	0.15625
-1.625	0.875
-0.9375	0.4375
-1.5625	0.8125
-1.4375	0.8125
-1.25	0.71875
-1.4375	0.8125
-2	1
-0.9375	0.28125
-1.125	0.4375
-1.875	0.96875
-1.75	0.90625
-1.5	0.8125
-1.25	0.6875
-1.25	0.78125
-1.625	0.90625
-2	1
-1.625	0.875
-1.4375	0.78125
-1.625	0.90625
-0.875	0.3125
-1.5625	0.84375
-1.75	0.9375
-1.375	0.75
-1.1875	0.65625
-1.875	0.96875
-0.875	0.0625
-1.25	0.6875
-1.4375	0.84375
-0.75	0.03125
-1.625	0.90625
-1.75	0.90625
-1.25	0.65625
-1.125	0.65625
-1.4375	0.84375
-1.75	0.9375
-1.5	0.84375
-1.0625	0.46875
-1.4375	0.84375
-1.8125	0.9375
-1.1875	0.71875
-1.0625	0.25
-1.625	0.90625
-1.875	0.96875
-1.8125	0.9375
-1.125	0.5625
-1.875	0.96875
-1.3125	0.75
-1.75	0.9375
-1.4375	0.84375
-1.375	0.71875
-0.875	0.25
-1.6875	0.90625
-1.75	0.9375
-1.6875	0.90625
-1.6875	0.90625
-1.4375	0.8125
-1.5	0.84375
-1.25	0.6875
-1.25	0.53125
-1.6875	0.90625
-0.875	0.34375
-1.75	0.9375
-1.375	0.75
-1.375	0.78125
-1.125	0.28125
-1.25	0.6875
-1.1875	0.375
-1.6875	0.90625
-1.6875	0.90625
-1.375	0.84375
-1.625	0.90625
-1.375	0.6875
-1.8125	0.9375
-0.4375	0.03125
-1.6875	0.875
-1.75	0.9375
-1.625	0.90625
-1.0625	0.21875
-1.75	0.875
-1.6875	0.90625
-1.875	0.96875
-1.6875	0.90625
-1.625	0.875
-1.75	0.9375
-1.875	0.96875
-1.5625	0.875
-1.625	0.90625
-1.8125	0.9375
-1.75	0.9375
-0.75	0.40625
-1.75	0.9375
-1	0.34375
-1.5625	0.8125
-1.125	0.65625
-1.25	0.3125
-1.4375	0.8125
-0.9375	0.46875
-1.625	0.90625
-1.0625	0.34375
-1.625	0.90625
-1.4375	0.78125
-2	1
-1.875	0.96875
-2	1
-1.125	0.625
-1.75	0.9375
-1.5625	0.84375
-1.625	0.90625
-1.5625	0.84375
-1.6875	0.90625
-1.75	0.9375
-1.75	0.9375
-1.625	0.90625
-1.4375	0.84375
-1.25	0.75
-1.375	0.78125
-1.4375	0.84375
-1.6875	0.90625
-1.625	0.78125
-1.875	0.96875
-1.4375	0.78125
-1	0.28125
-1.875	0.96875
-1.6875	0.90625
-1.75	0.9375
-1.625	0.90625
-1.5625	0.875
-1.5625	0.875
-1.5625	0.8125
-2	1
-0.9375	0.28125
-1.0625	0.625
-1.4375	0.8125
-2	1
-1.4375	0.8125
-1.4375	0.8125
-1.25	0.6875
-1	0.5625
-1.625	0.875
-1.5	0.6875
-1.75	0.9375
-1.625	0.875
-0.8125	0.03125
-1.25	0.78125
-1.0625	0.4375
-1.4375	0.8125
-1	0.6875
-1.4375	0.75
-1.5	0.875
-1.5	0.78125
-1.25	0.75
-1.625	0.875
-1.0625	0.28125
-1.6875	0.90625
-2	1
-1.3125	0.625
-1.5625	0.75
-1.875	0.96875
-1.875	0.96875
-1.5625	0.875
-1.3125	0.625
-0.6875	0.0625
-1.8125	0.9375
-1.5625	0.875
-1.75	0.9375
-1.75	0.9375
-1.4375	0.84375
-1.5625	0.875
-1.875	0.96875
-1.875	0.96875
-1.625	0.875
-0.9375	0.4375
-1.875	0.96875
-0.875	0.3125
-1.625	0.875
-1.8125	0.9375
-1.375	0.6875
-0.8125	0.15625
-1.6875	0.90625
-1.4375	0.78125
-1.4375	0.6875
-1.75	0.9375
-1.6875	0.90625
-1.1875	0.625
-1.125	0.53125
-1.25	0.71875
-1.875	0.96875
-2	1
-1.625	0.90625
-1.0625	0.40625
-1	0.46875
-1.5625	0.8125
-1.25	0.375
-1.75	0.9375
-1	0.6875
-0.9375	0.40625
-2	1
-1.125	0.5625
-1.75	0.9375
-1.5	0.84375
-1.4375	0.8125
-2	1
-1.6875	0.90625
-1.1875	0.59375
-1.625	0.875
-1.25	0.78125
-1.75	0.9375
-0.6875	0.09375
-1.4375	0.84375
-1.5625	0.875
-1.375	0.65625
-1.5	0.875
-1	0.4375
-1.375	0.84375
-1.75	0.90625
-0.5625	0.09375
-1.5625	0.75
-1.1875	0.75
-1.375	0.53125
-1.5625	0.75
-1.5	0.6875
-1.4375	0.71875
-1.375	0.78125
-1.5	0.84375
-1.0625	0.375
-1.3125	0.78125
-1.625	0.84375
-1.8125	0.9375
-1.5	0.875
-1.875	0.96875
-1.375	0.5625
-1.4375	0.71875
-1.75	0.9375
-1.875	0.96875
-1.75	0.9375
-1.25	0.625
-1.25	0.59375
-0.8125	0.53125
-1.4375	0.59375
-1.5	0.8125
-1.75	0.9375
-1.625	0.90625
-1.375	0.8125
-1.625	0.90625
-2	1
-1.25	0.5625
-1.25	0.6875
-1.375	0.75
-1.125	0.46875
-1.8125	0.9375
-1.6875	0.90625
-1.5	0.8125
-1.4375	0.84375
-0.8125	0.46875
